report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0378,Hot work,LSR05,none,hot_work-cohort-1,low,stable,108,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0378 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0379,Energy isolation,LSR04,none,energy_isolation-cohort-1,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0379 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0380,Line of fire,LSR06,Working at height,line_of_fire-cohort-1,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0380 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0381,Confined space,LSR02,none,confined_space-cohort-1,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0381 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0382,Confined space,LSR02,none,confined_space-cohort-1,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0382 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0383,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0383 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0384,Work authorization,LSR08,Mechanical lifting,work_authorization-cohort-2,low,declining,108,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0384 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0385,Line of fire,LSR06,none,line_of_fire-cohort-2,low,rising,106,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0385 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0386,Work authorization,LSR08,none,work_authorization-cohort-1,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0386 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0387,Energy isolation,LSR04,none,energy_isolation-cohort-1,low,declining,108,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0387 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0388,Hot work,LSR05,Driving,hot_work-cohort-1,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0388 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0389,Hot work,LSR05,none,hot_work-cohort-2,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0389 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0390,Energy isolation,LSR04,none,energy_isolation-cohort-2,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0390 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0391,Energy isolation,LSR04,none,energy_isolation-cohort-2,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0391 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0392,Hot work,LSR05,Driving,hot_work-cohort-2,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0392 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0393,Driving,LSR03,none,driving-cohort-1,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0393 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0394,Driving,LSR03,none,driving-cohort-1,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0394 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0395,Line of fire,LSR06,none,line_of_fire-cohort-2,low,declining,107,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0395 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0396,Routine work,none,Line of fire,routine_work-cohort-1,low,stable,107,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0396 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0397,Routine work,none,none,routine_work-cohort-1,low,rising,106,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0397 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0398,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0398 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0399,Routine work,none,none,routine_work-cohort-2,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0399 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0400,Line of fire,LSR06,Bypassed safety controls,line_of_fire-cohort-2,low,declining,107,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0400 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0401,Hot work,LSR05,none,hot_work-cohort-2,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0401 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0402,Confined space,LSR02,none,confined_space-cohort-1,low,stable,108,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0402 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0403,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0403 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0404,Working at height,LSR09,Energy isolation,working_at_height-cohort-2,low,stable,107,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0404 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0405,Driving,LSR03,none,driving-cohort-1,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0405 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0406,Driving,LSR03,none,driving-cohort-1,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0406 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0407,Confined space,LSR02,none,confined_space-cohort-1,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0407 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0408,Mechanical lifting,LSR07,Hot work,mechanical_lifting-cohort-1,low,declining,107,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0408 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0409,Work authorization,LSR08,none,work_authorization-cohort-1,low,stable,108,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0409 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0410,Line of fire,LSR06,none,line_of_fire-cohort-2,low,stable,107,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0410 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0411,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0411 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0412,Routine work,none,Line of fire,routine_work-cohort-1,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0412 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0413,Routine work,none,none,routine_work-cohort-2,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0413 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0414,Routine work,none,none,routine_work-cohort-1,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0414 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0415,Driving,LSR03,none,driving-cohort-1,low,stable,107,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0415 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0416,Mechanical lifting,LSR07,Bypassed safety controls,mechanical_lifting-cohort-1,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0416 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0417,Routine work,none,none,routine_work-cohort-1,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0417 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0418,Working at height,LSR09,none,working_at_height-cohort-1,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0418 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0419,Confined space,LSR02,none,confined_space-cohort-1,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0419 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0420,Bypassed safety controls,LSR01,Confined space,bypassed_safety_controls-cohort-2,low,stable,108,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0420 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0421,Work authorization,LSR08,none,work_authorization-cohort-1,low,declining,108,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0421 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0422,Confined space,LSR02,none,confined_space-cohort-1,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0422 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0423,Routine work,none,none,routine_work-cohort-2,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0423 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0424,Work authorization,LSR08,Mechanical lifting,work_authorization-cohort-1,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0424 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0425,Line of fire,LSR06,none,line_of_fire-cohort-2,low,rising,106,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0425 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0426,Energy isolation,LSR04,none,energy_isolation-cohort-2,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. demo sequence 0426 was logged.",Low,NON_SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
