report_id,report_date,site,activity,report_type,narrative,source
DEMO500-0401,2026-08-19,Frostline Depot,Driving,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a cool hot-work torch and closed cylinder, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0401 was logged.",synthetic_judge_demo_v0_1
DEMO500-0402,2026-08-28,Cedar Ridge Station,Valve Maintenance,Unsafe Condition,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0402 was logged.",synthetic_judge_demo_v0_1
DEMO500-0403,2026-08-12,Delta Point Facility,Driving,Incident,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0403 was logged.",synthetic_judge_demo_v0_1
DEMO500-0404,2026-07-31,Cedar Ridge Station,Pressure Testing,Incident,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0404 was logged.",synthetic_judge_demo_v0_1
DEMO500-0405,2026-09-03,Blue Mesa Yard,Valve Maintenance,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0405 was logged.",synthetic_judge_demo_v0_1
DEMO500-0406,2026-09-03,Frostline Depot,Pressure Testing,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0406 was logged.",synthetic_judge_demo_v0_1
DEMO500-0407,2026-07-28,Frostline Depot,Valve Maintenance,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0407 was logged.",synthetic_judge_demo_v0_1
DEMO500-0408,2026-08-14,Echo Valley Works,Pressure Testing,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0408 was logged.",synthetic_judge_demo_v0_1
DEMO500-0409,2026-08-26,Cedar Ridge Station,Valve Maintenance,Unsafe Condition,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0409 was logged.",synthetic_judge_demo_v0_1
DEMO500-0410,2026-08-26,Cedar Ridge Station,Pressure Testing,Unsafe Act,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0410 was logged.",synthetic_judge_demo_v0_1
DEMO500-0411,2026-08-05,Delta Point Facility,Driving,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0411 was logged.",synthetic_judge_demo_v0_1
DEMO500-0412,2026-08-25,Blue Mesa Yard,Valve Maintenance,Incident,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0412 was logged.",synthetic_judge_demo_v0_1
DEMO500-0413,2026-08-04,Frostline Depot,Drilling,Incident,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0413 was logged.",synthetic_judge_demo_v0_1
DEMO500-0414,2026-09-10,Frostline Depot,Valve Maintenance,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0414 was logged.",synthetic_judge_demo_v0_1
DEMO500-0415,2026-07-27,Cedar Ridge Station,Driving,Unsafe Act,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0415 was logged.",synthetic_judge_demo_v0_1
DEMO500-0416,2026-08-28,Blue Mesa Yard,Pressure Testing,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0416 was logged.",synthetic_judge_demo_v0_1
DEMO500-0417,2026-08-06,Delta Point Facility,Pressure Testing,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0417 was logged.",synthetic_judge_demo_v0_1
DEMO500-0418,2026-07-29,Delta Point Facility,Hot Work,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0418 was logged.",synthetic_judge_demo_v0_1
DEMO500-0419,2026-08-14,Blue Mesa Yard,Driving,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0419 was logged.",synthetic_judge_demo_v0_1
DEMO500-0420,2026-09-04,Delta Point Facility,Inspection,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0420 was logged.",synthetic_judge_demo_v0_1
DEMO500-0421,2026-07-20,Echo Valley Works,Drilling,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0421 was logged.",synthetic_judge_demo_v0_1
DEMO500-0422,2026-08-25,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0422 was logged.",synthetic_judge_demo_v0_1
DEMO500-0423,2026-09-08,Blue Mesa Yard,Electrical Maintenance,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0423 was logged.",synthetic_judge_demo_v0_1
DEMO500-0424,2026-08-24,Blue Mesa Yard,Inspection,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0424 was logged.",synthetic_judge_demo_v0_1
DEMO500-0425,2026-08-31,Aurora Basin,Drilling,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0425 was logged.",synthetic_judge_demo_v0_1
DEMO500-0426,2026-08-24,Frostline Depot,Mechanical Lifting,Unsafe Condition,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0426 was logged.",synthetic_judge_demo_v0_1
DEMO500-0427,2026-08-31,Cedar Ridge Station,Drilling,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0427 was logged.",synthetic_judge_demo_v0_1
DEMO500-0428,2026-08-20,Delta Point Facility,Drilling,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0428 was logged.",synthetic_judge_demo_v0_1
DEMO500-0429,2026-08-11,Cedar Ridge Station,Electrical Maintenance,Unsafe Act,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0429 was logged.",synthetic_judge_demo_v0_1
DEMO500-0430,2026-07-23,Echo Valley Works,Electrical Maintenance,Incident,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0430 was logged.",synthetic_judge_demo_v0_1
DEMO500-0431,2026-09-07,Blue Mesa Yard,Electrical Maintenance,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0431 was logged.",synthetic_judge_demo_v0_1
DEMO500-0432,2026-08-14,Frostline Depot,Hot Work,Incident,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0432 was logged.",synthetic_judge_demo_v0_1
DEMO500-0433,2026-08-17,Echo Valley Works,Hot Work,Unsafe Act,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0433 was logged.",synthetic_judge_demo_v0_1
DEMO500-0434,2026-09-01,Frostline Depot,Mechanical Lifting,Incident,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a cool hot-work torch and closed cylinder, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0434 was logged.",synthetic_judge_demo_v0_1
DEMO500-0435,2026-07-24,Cedar Ridge Station,Mechanical Lifting,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0435 was logged.",synthetic_judge_demo_v0_1
DEMO500-0436,2026-07-28,Aurora Basin,Mechanical Lifting,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0436 was logged.",synthetic_judge_demo_v0_1
DEMO500-0437,2026-08-31,Echo Valley Works,Mechanical Lifting,Unsafe Act,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0437 was logged.",synthetic_judge_demo_v0_1
DEMO500-0438,2026-08-27,Blue Mesa Yard,Pressure Testing,Incident,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0438 was logged.",synthetic_judge_demo_v0_1
DEMO500-0439,2026-08-24,Aurora Basin,Valve Maintenance,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0439 was logged.",synthetic_judge_demo_v0_1
DEMO500-0440,2026-08-03,Delta Point Facility,Mechanical Lifting,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0440 was logged.",synthetic_judge_demo_v0_1
DEMO500-0441,2026-07-31,Cedar Ridge Station,Hot Work,Incident,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0441 was logged.",synthetic_judge_demo_v0_1
DEMO500-0442,2026-08-19,Echo Valley Works,Valve Maintenance,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0442 was logged.",synthetic_judge_demo_v0_1
DEMO500-0443,2026-08-19,Cedar Ridge Station,Pressure Testing,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0443 was logged.",synthetic_judge_demo_v0_1
DEMO500-0444,2026-09-01,Blue Mesa Yard,Electrical Maintenance,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0444 was logged.",synthetic_judge_demo_v0_1
DEMO500-0445,2026-07-20,Frostline Depot,Mechanical Lifting,Unsafe Condition,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0445 was logged.",synthetic_judge_demo_v0_1
DEMO500-0446,2026-08-21,Frostline Depot,Drilling,Incident,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0446 was logged.",synthetic_judge_demo_v0_1
DEMO500-0447,2026-07-21,Delta Point Facility,Inspection,Incident,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0447 was logged.",synthetic_judge_demo_v0_1
DEMO500-0448,2026-07-27,Frostline Depot,Valve Maintenance,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a cool hot-work torch and closed cylinder, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0448 was logged.",synthetic_judge_demo_v0_1
DEMO500-0449,2026-09-10,Aurora Basin,Pressure Testing,Unsafe Act,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0449 was logged.",synthetic_judge_demo_v0_1
DEMO500-0450,2026-09-08,Aurora Basin,Valve Maintenance,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0450 was logged.",synthetic_judge_demo_v0_1
DEMO500-0451,2026-08-20,Aurora Basin,Valve Maintenance,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0451 was logged.",synthetic_judge_demo_v0_1
DEMO500-0452,2026-08-11,Cedar Ridge Station,Hot Work,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0452 was logged.",synthetic_judge_demo_v0_1
DEMO500-0453,2026-08-18,Cedar Ridge Station,Electrical Maintenance,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0453 was logged.",synthetic_judge_demo_v0_1
DEMO500-0454,2026-09-02,Delta Point Facility,Pressure Testing,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0454 was logged.",synthetic_judge_demo_v0_1
