candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-20181010670,OSHA_SIR,20181010670,"An employee was trying to re-light the pilot light on a combustor. It failed to ignite, then ignited when the door to the box was opened. A flash fire burned the employee's hands and face.",SIF_POTENTIAL,0.94,Flame or flash-fire event,Worker was engulfed across the upper body,Fuel isolation or ignition control failed,Fatal burns or airway injury,"A flame event engulfed the worker's face and torso, creating credible fatal burn and inhalation exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.940000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015096294,OSHA_SIR,2015096294,An employee was bitten by a rattlesnake.,SIF_POTENTIAL,0.88,Rattlesnake venom,Worker was bitten while handling stored tires,Animal inspection or exclusion control failed,Fatal envenomation or permanent tissue injury,A confirmed rattlesnake bite creates credible fatal envenomation even without relying on the reported outcome.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.86,"Venomous, anaphylactic, or high-force animal exposure","Personnel were bitten, stung, or struck by the animal","Detection, avoidance, exclusion, or emergency control was ineffective","Credible fatal envenomation, anaphylaxis, or life-altering trauma",The described animal exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.860000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016065127,OSHA_SIR,2016065127,"An employee was in a boom lift, replacing an emergency light at a warehouse. As he was lowering himself, the bucket swung into an industrial ceiling fan, which lacerated his left forearm. He was hospitalized.",SIF_POTENTIAL,0.91,Boom lift moving into an industrial ceiling fan,Elevated worker was carried into rotating blades,Lift travel and overhead-clearance controls failed,Fatal fall or severe laceration,The bucket entered an operating fan's sweep while the worker was elevated.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20170412415,OSHA_SIR,20170412415,"An employee was struck by the raised fork of a forklift, losing an eye.",SIF_POTENTIAL,0.8,Raised forklift fork at head height,Worker contacted the fork at the eye,Fork position and pedestrian-clearance controls failed,Blindness or penetrating head injury,An exposed raised fork created an impalement hazard at the worker's head and eye level.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.9,"Sharp, projected, or pressurized material at face level",The eyes and face were directly in the contact path,"Face protection, guarding, or separation was ineffective or absent",Credible permanent loss of vision or penetrating head injury,The direct eye and face exposure supports a credible life-altering permanent vision consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.800000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2023054552,OSHA_SIR,2023054552,"At about 9:15 a.m. on May 22, 2023, an employee was using a 5-pound hammer to remove the weld on a pipe support and knock the support lose. The hammer missed the support; the employee's left index finger struck the support and was lacerated and broken. The fingertip was medically amputated.",NON_SIF_POTENTIAL,0.95,Hand-held sledge or hammer,Worker's hand was near the intended strike point,Hand-positioning and coordination controls failed,Localized hand injury,The striking geometry is confined to the hand and does not establish credible SIF escalation.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010273,OSHA_SIR,2015010273,"Employee was working from the derrick monkey board latching and unlatching tubing. As he was unlatching the elevator that has horns and a locking mechanism, the employee's harness got caught on the horns. The horns pulled the harness and pulled him down causing small fractures in his knees that required surgery.",SIF_POTENTIAL,0.91,"Moving rig blocks, pipe, or retained line at elevation",Worker was in the movement path on the rig,"Coordination, retention, or exclusion controls failed","Fall, crushing, or major amputation",Rig movement exposed the worker to high-energy equipment with credible fatal or life-altering consequences.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018054817,OSHA_SIR,2018054817,A piece of wood/splinter from a wooden crate embedded in an employee's left thigh.,NON_SIF_POTENTIAL,0.97,Wooden-crate splinter,Splinter penetrated the worker's thigh,Material condition and handling controls failed,Localized puncture,A crate splinter caused a localized wound without credible fatal or permanent whole-body consequence.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015021157,OSHA_SIR,2015021157,An employee at a remote Marathon Oil jobsite was pressure testing pipe when he was struck-by 9500psi of water when bolts broke on the flange connecting two pipes causing the high pressure water to strike the employee and one other sub-contractor's employee who were standing approximately 15 feet away.,SIF_POTENTIAL,0.99,"40,000-psi water jet",Worker's arm crossed the active jet,Jet isolation and access controls failed,Fatal bleeding or traumatic amputation,An active ultra-high-pressure water stream can sever tissue and major vessels.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015053786,OSHA_SIR,2015053786,"On May 29, 2015, an employee was working inside a sulpha treat reactor vessel using a high pressure (5000 PSI) water sprayer gun to cut off the congealed catalyst material inside. The employee slipped and fell; the high-pressure water sprayer hit the employee's right foot and punctured a hole through the rubber boot. The employee sustained a puncture open wound on the right foot, second toe. The employee was hospitalized and received treatment.",SIF_POTENTIAL,0.99,"40,000-psi water jet",Worker's arm crossed the active jet,Jet isolation and access controls failed,Fatal bleeding or traumatic amputation,An active ultra-high-pressure water stream can sever tissue and major vessels.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2020066088,OSHA_SIR,2020066088,"An employee was removing a valve cap on a compressor at a compressor station. Trapped pressure caused the cap to fly off and strike the employee on the right side of his face. Glass from his safety glasses was embedded in his right eye, necessitating surgery to remove the eye.",SIF_POTENTIAL,0.99,High-pressure pipe or vessel failure,Worker was in the projectile and release path,Pressure containment or test controls failed,Fatal projectile or blunt-force trauma,The pressurized component failed and launched material through an occupied work area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016099268,OSHA_SIR,2016099268,"An employee was pressure testing oil and gas equipment. As the employee was removing the tube/pipe, high-pressure air and water released and amputated the employee's left-hand digits.",SIF_POTENTIAL,0.99,High-pressure pipe or vessel failure,Worker was in the projectile and release path,Pressure containment or test controls failed,Fatal projectile or blunt-force trauma,The pressurized component failed and launched material through an occupied work area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20191213024,OSHA_SIR,20191213024,"Two employees were observing a crew who was in the process of reconfiguring a well head. Trapped pressure was released within the well and blew shrapnel (nuts, bolt, plastic parts of the inside of the valves that are part of the well head tree) at the two employees. One employee received an amputation injury to his right thumb. The other employee received shrapnel injuries to his body requiring him to be hospitalized and undergo surgery to remove the shrapnel.",SIF_POTENTIAL,0.99,Trapped well pressure and shrapnel,Observers stood in the valve debris path,Depressurization and exclusion-zone controls failed,Fatal penetrating or blunt-force trauma,Trapped pressure expelled metal and valve parts through the occupied area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016098458,OSHA_SIR,2016098458,While disconnecting a pressurized flexible hose an employee was struck in the abdomen/chest area by the hose. The employee suffered internal bruising and fluid build up.,SIF_POTENTIAL,0.97,Pressurized flexible-hose release,Hose struck the worker's chest and abdomen,Depressurization and restraint controls failed,Fatal blunt trauma or internal injury,A disconnected pressurized hose whipped into the worker's torso.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018043604,OSHA_SIR,2018043604,"An employee was steaming out a line when a candy cane propelled out of the tank, striking the employee in the head and hands. The employee suffered a facial cut, facial burns, and a broken hand.",SIF_POTENTIAL,0.97,Steam cleaning and expelled metal fitting,Worker was struck in the head and hands,Component retention and pressure controls failed,Fatal head trauma or burns,Steam pressure propelled a component from the tank toward the worker's head.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010658,OSHA_SIR,2015010658,At 9:00AM an employee was working on an oil field energy services tanker removing a camlock cap. Pressure was on the cap when it was removed. It blew off and struck the employee in the face injuring his jaw and damaging his teeth. The employee was transferred to different hospitals before receiving treatment. The employee was hospitalized one night in Bismarck.,SIF_POTENTIAL,0.98,High-pressure pipe or vessel failure,Worker was in the projectile and release path,Pressure containment or test controls failed,Fatal projectile or blunt-force trauma,The pressurized component failed and launched material through an occupied work area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010441,OSHA_SIR,2015010441,"On 1/14/2015 at approximately 11:23a.m. an employee was using a blow down system on a National 340 pump to blow out water in the hard line. Once the 4 inch suction hose was drained, the suction hose was disconnected and a cam lock was placed on the suction hose coming from the pump. The four inch butterfly valve for the suction was left open allowing air to pressure up against the cam lock cap. The employee used this system to build air and blow down the fluid in the tubing line to the tank. The employee was standing in front of the manifold and slightly to the right approximately one foot away. When the employee opened up the manifold, the cam lock cap popped free hitting him in the shin.",SIF_POTENTIAL,0.96,High-pressure pipe or vessel failure,Worker was in the projectile and release path,Pressure containment or test controls failed,Fatal projectile or blunt-force trauma,The pressurized component failed and launched material through an occupied work area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2017021801,OSHA_SIR,2017021801,"An employee was standing next to a bore pipe observing the work. An excavator was being used to pull an auger bit out of the bore pipe. A chain was attached to the excavator to pull the auger sections. While the excavator was pulling the auger, the chain failed and whiplashed into the employee's face. The employee lost the left eye and suffered a right orbital socket fracture.",SIF_POTENTIAL,0.99,Failed chain under excavator tension,Worker stood beside the pulled auger,Chain integrity and snapback-zone controls failed,Fatal head strike or penetrating injury,The loaded chain failed and recoiled directly into the worker's face.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015020241,OSHA_SIR,2015020241,An employee put a valve into the hole of an oil well as part of the process to plug the well. Pressure built up behind the valve causing it to explode out of the hole. One of the employee's legs was severely injured and is being medically amputated.,SIF_POTENTIAL,0.99,High-pressure pipe or vessel failure,Worker was in the projectile and release path,Pressure containment or test controls failed,Fatal projectile or blunt-force trauma,The pressurized component failed and launched material through an occupied work area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016054820,OSHA_SIR,2016054820,"A hydraulic hose/fitting separated from the hydraulic cylinder to which it was attached. In doing so, the fitting that parted from the hose struck one employee just below the left knee causing a laceration. The protective sleeve that slides over the fitting connection, struck another employee in the abdomen causing a contusion.",SIF_POTENTIAL,0.8,Separated hydraulic fitting and sleeve,Two workers were struck near the cylinder,Pressure containment and component retention failed,Fatal projectile or injection injury,Hydraulic components separated and became projectiles in an occupied area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.800000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018055172,OSHA_SIR,2018055172,"Employees were releasing pressure from a well, moving lines from one well to another and placing a cap on the well-pumping lines. A crown valve was open and blew up. One employee sustained a broken right forearm, a second employee sustained a head injury and a third employee sustained an injury requiring surgery.",SIF_POTENTIAL,0.98,High-pressure pipe or vessel failure,Worker was in the projectile and release path,Pressure containment or test controls failed,Fatal projectile or blunt-force trauma,The pressurized component failed and launched material through an occupied work area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015020518,OSHA_SIR,2015020518,An employee was standing on a pipe rack using his feet to roll pipe to the edge when his foot was caught by a pipe causing him to fall off the rack. The employee's foot was broken by the pipe that also fell off the rack.,SIF_POTENTIAL,0.84,Rolling pipe at an elevated rack edge,Worker's foot was caught and both worker and pipe fell,Pipe restraint and safe-position controls failed,Fatal fall or crushing by pipe,The worker fell from the rack together with an uncontrolled pipe.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.840000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015042154,OSHA_SIR,2015042154,"On or about 20 April 2015 at approximately 1000 hrs an employee of Holman Well Service was hospitalized with an injured hand. The employee was assisting in the replacement of a BOP for Apache Bevins East 99-1H well head. The BOP was placed on the ground next to the well head. As the employees were working around the BOP, it fell over pinning the employee's right hand between the BOP body and the structure of the well head. The employee sustained multiple hand fractures.",SIF_POTENTIAL,0.9,Unstable blowout preventer,Worker was beside the BOP as it fell,Stability and handling controls failed,Fatal crushing by heavy well-control equipment,The BOP tipped into the occupied work area and could have crushed the worker's body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.900000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018033060,OSHA_SIR,2018033060,"Employees were repairing a cooling unit on a new oil tank battery when a piping union failed and struck the injured employee, who suffered an amputation of the right leg below the knee.",SIF_POTENTIAL,0.94,Rapid energy release and propelled object,Worker was struck in the head,Isolation and depressurization controls failed,Fatal cranial trauma,Opening the lift released energy and propelled an object toward the worker's head.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.940000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015021118,OSHA_SIR,2015021118,Employees were making a connection when tubing fell striking the employee in the lower face.,SIF_POTENTIAL,0.88,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2023087194,OSHA_SIR,2023087194,"A crew was changing out a 3-by-3 studded block cross on a stand. They had used a forklift, forklift hooks, and straps to lift the stand and block using the jack handle arms as lifting points. While the U-bolt nuts were being tightened, the straps slipped, the stand tilted, and the block slid off the stand and landed on an employee's left leg and arm. The employee suffered a broken left femur, left ulna, and left radius.",SIF_POTENTIAL,0.99,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015086176,OSHA_SIR,2015086176,An employee was positioning dunnage under a load when the load fell on the left hand resulting in the amputation of the left hand.,SIF_POTENTIAL,0.94,Worker positioned beneath or between an inadequately supported load,Worker's hand was under the load,"Blocking, support, and exclusion controls failed",Fatal crushing if the load drops,The task placed the worker under an unstable heavy load rather than using secure blocking.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.940000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015020759,OSHA_SIR,2015020759,"Two employees were hospitalized due to injuries sustained during maintenance operations on a workover rig in the maintenance shop. One employee suffered a crushing injury when a derrick floor fell on his chest, breaking ribs and causing a collapsed lung. A second employee suffered a broken elbow due to a fall sustained while attempting to hold the falling rig floor.",SIF_POTENTIAL,0.99,Falling derrick floor,Workers were beneath or trying to restrain the floor,Structural support and exclusion controls failed,Fatal chest crushing or struck-by injury,A derrick floor fell onto personnel during maintenance.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2017010028,OSHA_SIR,2017010028,Employees were using a rough terrain forklift truck to pivot a fork of another rough terrain forklift truck. The fork was tied to its carriage. When the fork was untied it came down and struck an employee standing near the truck and broke his leg near his ankle.,SIF_POTENTIAL,0.82,Released rough-terrain forklift fork,Worker stood beside the falling fork,Restraint and drop-zone controls failed,Fatal crushing by heavy fork,The untied heavy fork dropped into an occupied area.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.820000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010597,OSHA_SIR,2015010597,An employee suffered a back injury when a hopper that was being lifted by a forklift fell on the employee.,SIF_POTENTIAL,0.97,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018032413,OSHA_SIR,2018032413,"A generator was being replaced on a drilling rig. The 3700 pound generator was lifted and held with a chain attached and carried by an all terrain forklift. While the injured employee was pushing the generator with two other employees, the chain holding the generator slid from the forks of the all terrain forklift and fell backwards onto the employees. The injured employee sustained rib fractures.",SIF_POTENTIAL,0.99,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
