incident_id,source,source_record_id,narrative,original_label,revised_label,reference_annotator_confidence,exact_evidence_excerpt,correction_reason,annotation_review_status,label_provenance,annotation_version,reviewer_id,reviewer_name,submitted_at,activity,source_native_outcome
OSHA-SIR-2024032595,OSHA_SIR,2024032595,"An employee was working behind a piece of heavy machinery, lying on a cattleguard and putting bolts on the machinery. The machinery's tire backed up onto his right hip and dislocated it. He was hospitalized.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was working behind a piece of heavy machinery, lying on a cattleguard and putting bolts on the machinery. The machinery's tire backed up onto his right hip and dislocated it. He was hospitalized.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:53:06.978618+00,Struck by rolling powered vehicle or machinery,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024043057,OSHA_SIR,2024043057,A culvert was being lifted when a pipe struck an employee in the face. The employee suffered a jaw laceration and was hospitalized.,SIF_POTENTIAL,SIF_POTENTIAL,0.70,A culvert was being lifted when a pipe struck an employee in the face. The employee suffered a jaw laceration and was hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:23:40.072278+00,Struck by suspended or swinging objects  n.e.c.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024043641,OSHA_SIR,2024043641,An employee was breaking down a drill rig when the tower came down and struck them in the right thigh. They sustained a fractures to their L3 and L4 vertebrae and were hospitalized.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was breaking down a drill rig when the tower came down and struck them in the right thigh. They sustained a fractures to their L3 and L4 vertebrae and were hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 08:48:14.308465+00,Struck by falling object  unspecified,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024043650,OSHA_SIR,2024043650,"Employee 1 was operating the beveller and noticed that the machine was not working. They stopped the machine and entered the machine to address the issue. Employee 2, working on another machine, also noticed that the beveller was not working and went to assist. Employee 1 finished up, exited, and activated the machine. Employee 2, who remained in the machine, was pinned between a beveller and pipe at his upper legs/thighs, resulting in a severe laceration to the upper left thigh and internal bleeding to the left leg.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Employee 1 was operating the beveller and noticed that the machine was not working. They stopped the machine and entered the machine to address the issue. Employee 2, working on another machine, also noticed that the beveller was not working and went to assist. Employee 1 finished up, exited, and activated the machine. Employee 2, who remained in the machine, was pinned between a beveller and pipe at his upper legs/thighs, resulting in a severe laceration to the upper left thigh and internal bleeding to the left leg.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 10:56:52.269324+00," Struck by running powered equipment  during maintenance, cleaning, testing",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024043748,OSHA_SIR,2024043748,An employee was loading spare tires into the doghouse. There was a rattlesnake under one of the tires and it bit his left index finger. The employee was hospitalized.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was loading spare tires into the doghouse. There was a rattlesnake under one of the tires and it bit his left index finger. The employee was hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:51:18.065198+00," Venomous animal bite  except ""bugs""",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024053824,OSHA_SIR,2024053824,"On May 2, 2024, an employee was holding a hose while pumping cement into a 25"" pipe when a heavy steel plate that was attached to the pipe rolled onto his right foot. The employee sustained two broken bones on the top of his foot.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.70,"On May 2, 2024, an employee was holding a hose while pumping cement into a 25"" pipe when a heavy steel plate that was attached to the pipe rolled onto his right foot. The employee sustained two broken bones on the top of his foot.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 10:43:27.362315+00," Struck by rolling, sliding, or shifting objects non-running",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024054144,OSHA_SIR,2024054144,"While unloading a debris container using a vacuum truck, a piece of solid debris tumbled out of the truck and struck the employee's left leg. He was hospitalized for surgery.",UNCERTAIN,UNCERTAIN,0.70,"While unloading a debris container using a vacuum truck, a piece of solid debris tumbled out of the truck and struck the employee's left leg. He was hospitalized for surgery.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:16:09.904126+00,Struck by other falling object  n.e.c.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024054149,OSHA_SIR,2024054149,"An employee was lifting the lid to a control panel on an underground wiring pulling machine when the lid fell and caught their right ring fingertip, crushing it. They sustained an open displaced fracture of the distal phalanx of the finger, and a partial amputation through the phalanx.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"An employee was lifting the lid to a control panel on an underground wiring pulling machine when the lid fell and caught their right ring fingertip, crushing it. They sustained an open displaced fracture of the distal phalanx of the finger, and a partial amputation through the phalanx.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 09:24:13.818106+00," Struck by falling part of vehicle or machine, still attached",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024054385,OSHA_SIR,2024054385,An employee was connecting pipe when they missed stabbing the pipe into the stump and the drill kept moving downward. The pipe casing then bowed and struck him in the face. The employee sustained a fracture.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was connecting pipe when they missed stabbing the pipe into the stump and the drill kept moving downward. The pipe casing then bowed and struck him in the face. The employee sustained a fracture.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 11:06:49.514642+00," Struck by running powered equipment  irregular movement, kick back",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024054394,OSHA_SIR,2024054394,"An employee was dewatering water base mud from inside the dewatering unit. They were standing at the transfer tank monitoring the discharged fluid from the centrifuge to make sure it was free of solids. The employee rotated the 6"" pipe and 90-degree elbow so that the fluid would dump into the other side of the transfer tank and reached with his right hand to pull on the handle attached to the elbow. When the employee pulled on the handle to rotate the elbow, the elbow fell off and landed on his left hand which was resting on the divider wall below. The employee suffered blunt force trauma to the left hand that caused a laceration to the ring fingertip requiring stitches and an amputation to the middle fingertip.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was dewatering water base mud from inside the dewatering unit. They were standing at the transfer tank monitoring the discharged fluid from the centrifuge to make sure it was free of solids. The employee rotated the 6"" pipe and 90-degree elbow so that the fluid would dump into the other side of the transfer tank and reached with his right hand to pull on the handle attached to the elbow. When the employee pulled on the handle to rotate the elbow, the elbow fell off and landed on his left hand which was resting on the divider wall below. The employee suffered blunt force trauma to the left hand that caused a laceration to the ring fingertip requiring stitches and an amputation to the middle fingertip.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 07:11:19.029191+00,Struck by dislodged or detached object(s),Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024054524,OSHA_SIR,2024054524,An employee was helping to prop up an engine head on a work table when it slipped out of his grip and landed on his left middle finger. The employee sustained a crush injury to the finger.,UNCERTAIN,UNCERTAIN,0.70,An employee was helping to prop up an engine head on a work table when it slipped out of his grip and landed on his left middle finger. The employee sustained a crush injury to the finger.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 09:38:51.17219+00,Struck by object dropped by person,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024054535,OSHA_SIR,2024054535,An employee was troubleshooting a valve that is involved with blending a dry chemical powder mix. The employee's left hand was caught in the valve when it was manually actuated. The employee sustained injury to their hand and fingers.,UNCERTAIN,UNCERTAIN,0.70,An employee was troubleshooting a valve that is involved with blending a dry chemical powder mix. The employee's left hand was caught in the valve when it was manually actuated. The employee sustained injury to their hand and fingers.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 10:53:02.064868+00," Struck by running powered equipment  during maintenance, cleaning, testing",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024064969,OSHA_SIR,2024064969,An employee was working near the compressor when it over-pressurized and dislodged a case component that struck the employee's lower left leg. The employee sustained a laceration and fracture of the lower leg requiring hospitalization and surgery.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was working near the compressor when it over-pressurized and dislodged a case component that struck the employee's lower left leg. The employee sustained a laceration and fracture of the lower leg requiring hospitalization and surgery.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:40:27.034961+00,Struck by propelled object or substance  unspecified,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024065056,OSHA_SIR,2024065056,"An employee was installing a safety cable on a flowline during a drilling operation. A forklift operator manipulated the boom to allow some slack in the strap to set the flowline box in the flowline trough. The employee had his hands on the strap to manipulate the box and set it down in the flowline trough. His left foot was forward while attempting to gain leverage when the flowline box shifted and struck his left foot and ankle area, resulting in a laceration to the top of his foot requiring hospitalization.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee was installing a safety cable on a flowline during a drilling operation. A forklift operator manipulated the boom to allow some slack in the strap to set the flowline box in the flowline trough. The employee had his hands on the strap to manipulate the box and set it down in the flowline trough. His left foot was forward while attempting to gain leverage when the flowline box shifted and struck his left foot and ankle area, resulting in a laceration to the top of his foot requiring hospitalization.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:27:05.829105+00,Struck by suspended or swinging objects  n.e.c.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024065079,OSHA_SIR,2024065079,"An employee was bracing a valve when it failed and the actuator struck the employee in his back, fracturing his pelvis and vertebrae.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was bracing a valve when it failed and the actuator struck the employee in his back, fracturing his pelvis and vertebrae.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:43:08.004406+00," Struck by propelled, falling, or suspended object  unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024075952,OSHA_SIR,2024075952,"An employee was spotting for an excavator that was pulling an old pipe from the ground. The wall of an adjacent excavation caved in and caused the excavator to tip into it. The top knuckle of the excavator boom struck the injured employee on the lower back, resulting in a fractured pelvis and ribs.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was spotting for an excavator that was pulling an old pipe from the ground. The wall of an adjacent excavation caved in and caused the excavator to tip into it. The top knuckle of the excavator boom struck the injured employee on the lower back, resulting in a fractured pelvis and ribs.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 15:52:35.961299+00,Struck by object tipping over,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024076231,OSHA_SIR,2024076231,"Two employees were looking for steel tubing in the yard. Employee 1 knelt down to read the size numbers on the tubing. Employee 2 pulled out a piece of tubing and then tripped over a white mesh bag of parts from a delivery. The tubing was dropped on employee 1's right middle finger, amputating the fingertip.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Two employees were looking for steel tubing in the yard. Employee 1 knelt down to read the size numbers on the tubing. Employee 2 pulled out a piece of tubing and then tripped over a white mesh bag of parts from a delivery. The tubing was dropped on employee 1's right middle finger, amputating the fingertip.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 09:28:51.399652+00,Struck by object dropped by person,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024076544,OSHA_SIR,2024076544,"An employee was trying to take out the cylinder of a power tong. Once the cylinder came out of its shackle, it fell and crushed the employee's right little finger below the nail. The employee suffered a fingertip amputation.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.70,"An employee was trying to take out the cylinder of a power tong. Once the cylinder came out of its shackle, it fell and crushed the employee's right little finger below the nail. The employee suffered a fingertip amputation.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:05:09.658633+00,Struck by other falling object  n.e.c.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024076651,OSHA_SIR,2024076651,"An employee was releasing a counterweight from a pump jack. The counterweight rotated and struck the employee in the back, resulting in fractures to their left femur, left sacrum, and L1 and L2 vertebrae.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was releasing a counterweight from a pump jack. The counterweight rotated and struck the employee in the back, resulting in fractures to their left femur, left sacrum, and L1 and L2 vertebrae.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 13:45:32.087766+00,Struck by running powered equipment  n.e.c.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024087108,OSHA_SIR,2024087108,"An employee was installing a gasket between flanges on a heat exchanger. The straight wedge that was used to separate the flanges became stuck between the flanges. The employee used a banana wedge to spread the flanges and remove the stuck straight wedge. When the employee struck the banana wedge with a hammer, the banana wedge dislodged from the flange and struck their face. The employee was hospitalized with a fractured jaw and required surgery.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was installing a gasket between flanges on a heat exchanger. The straight wedge that was used to separate the flanges became stuck between the flanges. The employee used a banana wedge to spread the flanges and remove the stuck straight wedge. When the employee struck the banana wedge with a hammer, the banana wedge dislodged from the flange and struck their face. The employee was hospitalized with a fractured jaw and required surgery.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:37:50.574605+00,Struck by other propelled object or substance  n.e.c.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024087451,OSHA_SIR,2024087451,"An employee was replacing the well house. After installing the new well house, the employee drilled a 2- to 3-inch hole in the side of the well house to run a 2-inch pipe. The employee inserted the pipe into the hole and secured it inside the well house. The employee then traveled outside the well house to apply tape onto the threaded section of the new pipe. The employee used his left index finger to hold the tape on the threads. The pipe section inside the well house fell from its support and the employee's finger was lacerated, resulting in a fingertip amputation.",UNCERTAIN,UNCERTAIN,0.70,"An employee was replacing the well house. After installing the new well house, the employee drilled a 2- to 3-inch hole in the side of the well house to run a 2-inch pipe. The employee inserted the pipe into the hole and secured it inside the well house. The employee then traveled outside the well house to apply tape onto the threaded section of the new pipe. The employee used his left index finger to hold the tape on the threads. The pipe section inside the well house fell from its support and the employee's finger was lacerated, resulting in a fingertip amputation.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:10:47.191721+00,Struck by other falling object  n.e.c.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024098429,OSHA_SIR,2024098429,"On September 11, 2024, an employee was unloading electric utility meters and closing the car door when her left middle finger became caught between the door and the car frame, resulting in an amputation of the fingertip.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"On September 11, 2024, an employee was unloading electric utility meters and closing the car door when her left middle finger became caught between the door and the car frame, resulting in an amputation of the fingertip.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 08:06:52.678325+00," Struck by door, gate, window",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024098909,OSHA_SIR,2024098909,An employee was making a grease head connection. He pulled on the sling connected by a crane to balance the grease head. He was stabilizing the 5-1/2 lubricator with his left hand when the lubricator joint slipped into a tight space causing the 4-3/4 grease head to crush his left index finger against the lubricator. The employee's left index fingertip was amputated.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was making a grease head connection. He pulled on the sling connected by a crane to balance the grease head. He was stabilizing the 5-1/2 lubricator with his left hand when the lubricator joint slipped into a tight space causing the 4-3/4 grease head to crush his left index finger against the lubricator. The employee's left index fingertip was amputated.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:20:09.079223+00,Struck by suspended or swinging objects  n.e.c.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024098993,OSHA_SIR,2024098993,"An employee was removing a section of fencing around a yard using a backhoe. The fence section had three rails (pipes) on each side of a center post. The far end of the rails had been torch-cut from their respective posts. Due to the tension from the backhoe, the connected portion of the pipe broke at the weld, causing the rail section to flip upward toward the back of the backhoe. One end of the pipe hit the ground at an almost straight-up angle and fell toward the seat where the employee was sitting. The end of the pipe that was torch cut edge struck the employee on top of his head on the left side, causing a contusion, a fracture, and a laceration. The employee was hospitalized.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was removing a section of fencing around a yard using a backhoe. The fence section had three rails (pipes) on each side of a center post. The far end of the rails had been torch-cut from their respective posts. Due to the tension from the backhoe, the connected portion of the pipe broke at the weld, causing the rail section to flip upward toward the back of the backhoe. One end of the pipe hit the ground at an almost straight-up angle and fell toward the seat where the employee was sitting. The end of the pipe that was torch cut edge struck the employee on top of his head on the left side, causing a contusion, a fracture, and a laceration. The employee was hospitalized.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 07:40:37.147008+00,Struck by dislodged or detached object(s),Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024109712,OSHA_SIR,2024109712,An employee was positioning a trailer jack head when it slid downward and crushed the employee's right index fingertip. The fingertip was amputated.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,An employee was positioning a trailer jack head when it slid downward and crushed the employee's right index fingertip. The fingertip was amputated.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 16:57:31.997119+00," Struck by rolling, sliding, or shifting objects non-running",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2024109910,OSHA_SIR,2024109910,"An employee drove to the project site from his hotel. Upon exiting his vehicle, and during a turning/twisting motion to grab PPE from the backseat, he heard a pop in his back. The employee was hospitalized and required surgery for fragmented L4 and L5 discs in the lumbar spine.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"An employee drove to the project site from his hotel. Upon exiting his vehicle, and during a turning/twisting motion to grab PPE from the backseat, he heard a pop in his back. The employee was hospitalized and required surgery for fragmented L4 and L5 discs in the lumbar spine.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:31:38.007667+00," Twisting, reaching, bending",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2024109922,OSHA_SIR,2024109922,"An employee was performing routine surveillance operation rounds on a furnace and nearby equipment. The employee heard a rumbling sound coming from a low-pressure steam vent and when he looked up, he saw water falling from the vent. He quickly moved to avoid the falling water and ran into a pipe and then fell, resulting in a right tibia fracture.",UNCERTAIN,UNCERTAIN,0.70,"An employee was performing routine surveillance operation rounds on a furnace and nearby equipment. The employee heard a rumbling sound coming from a low-pressure steam vent and when he looked up, he saw water falling from the vent. He quickly moved to avoid the falling water and ran into a pipe and then fell, resulting in a right tibia fracture.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:56:09.458742+00,Walked or ran into stationary object,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20241110304,OSHA_SIR,20241110304,An employee was bitten by a spider on the job site. The employee was hospitalized.,UNCERTAIN,UNCERTAIN,0.70,An employee was bitten by a spider on the job site. The employee was hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,4cbf8891-1022-43e1-877c-c6c6f08679e2,Aranya Sinha,2026-09-03 12:56:31.726941+00," Bite or sting  insects, ""bugs""",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20241110530,OSHA_SIR,20241110530,Two employees were performing routine maintenance on a mud pump. The injured employee was holding a plunger cap in place when the second employee dropped the plunger cap and the injured employee's right middle fingertip was caught between the plunger cap and the pump. The employee sustained a partial amputation to the right middle fingertip.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,Two employees were performing routine maintenance on a mud pump. The injured employee was holding a plunger cap in place when the second employee dropped the plunger cap and the injured employee's right middle fingertip was caught between the plunger cap and the pump. The employee sustained a partial amputation to the right middle fingertip.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 15:42:59.423961+00,Struck by object dropped by person,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-20241211220,OSHA_SIR,20241211220,"An employee was tripping pipe out of a well. After one of the joints was unlatched, the block began coming down while there was an 18-inch pipe wrench stuck underneath the brake assembly. The block slowed down but did not stop. The block and bales impacted the rig floor. The bales fell on top of the injured employee's leg and head and the employee sustained an open fracture to the lower left leg/calf.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was tripping pipe out of a well. After one of the joints was unlatched, the block began coming down while there was an 18-inch pipe wrench stuck underneath the brake assembly. The block slowed down but did not stop. The block and bales impacted the rig floor. The bales fell on top of the injured employee's leg and head and the employee sustained an open fracture to the lower left leg/calf.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-04 09:18:50.229568+00," Struck by falling part of vehicle or machine, still attached",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20241211244,OSHA_SIR,20241211244,"An employee was preparing to pour concrete. A barricade for the swing radius was set up behind and to the right of the drilling rig. The employee began drilling and swung the equipment to the left to begin the spoil pile. The back of the equipment swung to the right, struck the employee, and pinned him against the fall protection cage. The employee sustained fractures to their ribs and an injury to the transverse process of a vertebra.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was preparing to pour concrete. A barricade for the swing radius was set up behind and to the right of the drilling rig. The employee began drilling and swung the equipment to the left to begin the spoil pile. The back of the equipment swung to the right, struck the employee, and pinned him against the fall protection cage. The employee sustained fractures to their ribs and an injury to the transverse process of a vertebra.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:00:36.331117+00,Struck by running powered equipment  unspecified,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20241211420,OSHA_SIR,20241211420,"An employee was walking on level, grassy ground when he suffered a broken left knee at the distal end of the femur. He was hospitalized and required surgery.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"An employee was walking on level, grassy ground when he suffered a broken left knee at the distal end of the femur. He was hospitalized and required surgery.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 14:59:12.665821+00," Walking, without other incident",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2025010579,OSHA_SIR,2025010579,An employee was changing out the tong heads in the power tongs on a drilling rig when they became energized and crushed the employee's hand.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was changing out the tong heads in the power tongs on a drilling rig when they became energized and crushed the employee's hand.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 13:55:35.800961+00,Struck by running powered equipment  unspecified,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2025021657,OSHA_SIR,2025021657,"Employees were rigging down a power swivel at a well site. They placed the power swivel in a trailer and were preparing to remove the Kelly valve and cross-over subs. The operator came down from the drillers console, set the power swivel's control panel down in front of the draw works, and then went to get a kink out of a hydraulic hose. The hose caused the control panel to flip over, engaging the power swivel. The injured employee placed a 48"" pipe wrench onto a sub. When the power swivel engaged, the wrench swung and struck the injured employee's left knee. The employee's knee was dislocated and they sustained soft tissue damage to the ACL and MCL.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Employees were rigging down a power swivel at a well site. They placed the power swivel in a trailer and were preparing to remove the Kelly valve and cross-over subs. The operator came down from the drillers console, set the power swivel's control panel down in front of the draw works, and then went to get a kink out of a hydraulic hose. The hose caused the control panel to flip over, engaging the power swivel. The injured employee placed a 48"" pipe wrench onto a sub. When the power swivel engaged, the wrench swung and struck the injured employee's left knee. The employee's knee was dislocated and they sustained soft tissue damage to the ACL and MCL.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 13:49:17.401636+00,Struck by running powered equipment  n.e.c.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
